구	행정동	법정동	아파트명	시공사	세대수	세대 수준	입주연월			블록	신도시
동구	덕현2동	덕현동	덕현 포레나 아파트	한화건설	750세대	500세대 이상 ~ 1,000세대 미만	2019	구 꿈에그린. 브랜드 갈아타고 이미지 쇄신 성공			
동구	덕현3동	덕현동	덕현 아크로폴리스	DL이앤씨	650세대	500세대 이상 ~ 1,000세대 미만	2004	한때 동구에서 "나 여기 살아"라고 하면 부러워했음			
동구	덕현3동	덕현동	덕현 이편한세상	DL건설	900세대	500세대 이상 ~ 1,000세대 미만	2011	3동의 든든한 대형 브랜드 단지			
동구	덕현3동	덕현동	덕현역 아파트 2단지	효빈건설	800세대	500세대 이상 ~ 1,000세대 미만	1995	1단지 동생 격. 역 접근성은 비슷함			
동구	덕현4동	덕현동	덕현 주공 8단지	효빈도시공사	3,200세대	3000세대이상	1992	아파트 하나가 행정동 하나를 먹어버린 전설의 단지			
동구	덕현4동	덕현동	전덕역 아파트	전덕건설	450세대	500세대 미만	1996	주공 8단지의 기세에 눌려 있는 조용한 단지			
동구	덕현5동	덕현동	덕현 주공 7단지	효빈도시공사	1,400세대	1,000세대 이상~ 3,000세대 미만	1991	8단지와 함께 덕현동의 인구 밀도를 책임짐			
동구	덕현5동	덕현동	동덕현역 아이보시티 1단지(북부)	동성건설	1,100세대	1,000세대 이상~ 3,000세대 미만	2015	동덕현역세권 수혜지. 집값 방어력이 상당함			
동구	덕현6동	덕현동	동덕현역 아이보시티 2단지	동성건설	800세대	500세대 이상 ~ 1,000세대 미만	2017	학군과 교통을 다 잡은 6동의 인기 단지			
동구	덕현6동	덕현동	동덕현역 아이보시티 1단지(남부)	동성건설	600세대	500세대 이상 ~ 1,000세대 미만	2015	북부 단지와 연계된 쾌적한 주거 타운			
동구	덕현6동	덕현동	서희스타힐스 덕현	서희건설	700세대	500세대 이상 ~ 1,000세대 미만	2023	6동에서 가장 쌔끈한 최신축 단지			
동구	덕현6동	덕현동	덕현 시영	효빈시청	1,500세대	1,000세대 이상~ 3,000세대 미만	1988	녹물 괴담이 돌 정도로 낡았으나 학군 때문에 인기			
동구	덕현7동	덕현동	덕현주공 6단지	효빈도시공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1994	외곽이지만 조용함. 관리가 좀 더 필요해 보임			
동구	덕현7동	덕현동	덕현에 아파트	에이스건설	500세대	500세대 이상 ~ 1,000세대 미만	1998	이름 때문에 택배 사고 잦음. "덕현에요? 네, 덕현에요!"			
동구	덕현11동	덕현동	덕현남부아파트	남부건설	600세대	500세대 이상 ~ 1,000세대 미만	1996	11동 외곽의 실속형 구축 단지			
동구	덕현11동	덕현동	덕현주공 4단지	효빈도시공사	2,100세대	1,000세대 이상~ 3,000세대 미만	1993	단지 한 바퀴 돌면 만보기가 꽉 차는 대단지의 위엄			
동구	전천동	전천동	전천주공 1단지	대한주택공사	820세대	500세대 이상 ~ 1,000세대 미만	1992년 10월	전천역(1, 5호선) 인근의 유서 깊은 단지. 전천 냥냥 골목과 가까워 단지 내 길고양이들이 유독 통통하고 관리가 잘 되어 있다는 소문이 있다.			
동구	전천동	전천동	전천역 스타리아아파트	스타리아건설	450세대	500세대 미만	2022년 5월	전천중앙역 초역세권 신축 주상복합. 1인 가구 공무원이나 대학생 수요가 많으며, 외관 디자인이 세련되기로 유명하다.			
동구	전천동	전천동	보몽역자이아파트	GS건설	1,150세대	1,000세대 이상~ 3,000세대 미만	2017년 3월	보몽역 '아유무 로드'의 핵심 배후 단지. 봄이면 단지 내 조경과 인근 벚꽃이 어우러져 단지 전체가 핑크빛으로 물든다. 2023년 'A씨 퇴치 사건' 당시 활약한 고등학생이 이 단지 거주자라는 카더라가 있다.			
동구	전천동	전천동	전천 더샵아파트	포스코이앤씨	680세대	500세대 이상 ~ 1,000세대 미만	2020년 11월	전덕역 인근에 위치하여 덕현동 상권까지 공유하는 편리한 입지. 단지 내 커뮤니티 시설이 우수하며 젊은 부부 비중이 높다.			
북구	고송1동	고송동	고송나루역 마이고 아파트	효빈도시공사	1,250세대	1,000세대 이상~ 3,000세대 미만	2023.09	구 마이 고송(My Gosong)			
북구	고송1동	고송동	고송아쿠아아파트 1단지	효빈도시공사	850세대	500세대 이상 ~ 1,000세대 미만	2018.05				
북구	고송1동	고송동	토모리비치아파트	효빈도시공사	920세대	500세대 이상 ~ 1,000세대 미만	2024.01	오션뷰 특화			
북구	고송1동	고송동	웰탄아파트	산곡건설	550세대	500세대 이상 ~ 1,000세대 미만	2005.03	Well-burnt...?			
북구	고송1동	고송동	고송다이버아파트	효빈도시공사	600세대	500세대 이상 ~ 1,000세대 미만	2019.11				
북구	고송1동	고송동	고송 골든렉시움아파트	렉시움건설	5,480세대	5,000세대 이상	2010.07				
북구	고송1동	고송동	엘린아파트	산곡건설	200세대	500세대 미만	2009.11				
북구	고송1동	고송동	고송 휴먼빌 아파트	일신건영	1,100세대	1,000세대 이상~ 3,000세대 미만	2012.04				
북구	고송1동	고송동	고송엔제르아파트	엔제르건설	740세대	500세대 이상 ~ 1,000세대 미만	2015.08				
북구	고송1동	고송동	고송 대라수 아파트	대라종합건설	420세대	500세대 미만	2021.12				
북구	고송1동	고송동	고송시영아파트 1차	효빈도시공사	1,500세대	1,000세대 이상~ 3,000세대 미만	1989.11	재건축 추진 중			
북구	고송2동	고송동	고송시영아파트 2차	효빈도시공사	300세대	500세대 미만	1991.1				
북구	고송2동	고송동	고송현대아파트	현대건설	1,100세대	1,000세대 이상~ 3,000세대 미만	1992.04				
북구	고송2동	고송동	고송중흥S클래스	중흥건설	780세대	500세대 이상 ~ 1,000세대 미만		2015.1			
북구	고송3동	고송동	고송대방디엠시티	대방건설	520세대	500세대 이상 ~ 1,000세대 미만	2020.11	수영장 딸린 커뮤니티로 유명			
북구	고송3동	고송동	고송 SK뷰 2차	SK에코플랜트	650세대	500세대 이상 ~ 1,000세대 미만	2016.02	고송역과의 접근성이 미묘함			
북구	고송3동	고송동	고송휴먼시아 1차	LH	950세대	500세대 이상 ~ 1,000세대 미만	2008.06	국민임대/분양 혼합단지			
북구	고송3동	고송동	고송휴먼시아 2차	LH	850세대	500세대 이상 ~ 1,000세대 미만	2008.06	1차와 사실상 하나의 단지처럼 운영됨			
북구	고송3동	고송동	고송이편한세상 1차	DL이앤씨	820세대	500세대 이상 ~ 1,000세대 미만	2014.03	~~오렌지 로비가 생각보다 예쁘다~~			
북구	고송4동	고송동	고송영무예다음	영무건설	580세대	500세대 이상 ~ 1,000세대 미만	2018.09	단지 내 도서관이 잘 되어 있음			
북구	고송4동	고송동	고송역 푸르지오	대우건설	880세대	500세대 이상 ~ 1,000세대 미만	2017.04	푸르지오 특유의 조경이 압권			
북구	고송4동	고송동	고송래미안 1차	삼성물산	1,200세대	1,000세대 이상~ 3,000세대 미만	2005.12	학군 대장주. 집값이 떨어질 기미가 안 보임			
북구	고송4동	고송동	고송역 자이	GS건설	950세대	500세대 이상 ~ 1,000세대 미만	2019.08	겨울에 아파트 도색이 특히 예뻐 보임			
북구	고송4동	고송동	고송호반베르디움 1차	호반건설	720세대	500세대 이상 ~ 1,000세대 미만	2015.05	~~호반이 또...~~ 깔끔한 평면 설계			
북구	고송4동	고송동	고송호반베르디움 2차	호반건설	640세대	500세대 이상 ~ 1,000세대 미만	2017.11	1차보다 역에서 조금 더 멀다			
북구	고송4동	고송동	고송아파트 4차	산곡건설	400세대	500세대 미만	1996.02	복도식 아파트의 정석			
북구	고송5동	고송동	고송아리오스티	금호건설	520세대	500세대 이상 ~ 1,000세대 미만	2009.05	이름이 입에 잘 안 붙음(...)			
북구	고송5동	고송동	고송아파트 3차	산곡건설	450세대	500세대 미만	1994.08	상가 접근성 하나는 끝판왕			
북구	고송5동	고송동	고송푸르지오 2차	대우건설	710세대	500세대 이상 ~ 1,000세대 미만	2016.12	상업지구 직주근접의 표본			
북구	고송5동	고송동	고송롯데아파트	롯데건설	600세대	500세대 이상 ~ 1,000세대 미만	1998.09	주상복합. 지하에 대형 마트 있음			
북구	고송5동	고송동	스퀘어시티	산곡건설	450세대	500세대 미만	2018.12	진짜 네모네모하게 생겼음			
북구	고송6동	고송동	고송휴먼시아	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	2010.11	공공임대 위주			
북구	고송6동	고송동	고송주공아파트	대한주택공사	900세대	500세대 이상 ~ 1,000세대 미만	1988.12	고송동 원조 맛집(?). 재건축 가즈아!			
북구	고송6동	고송동	고송아파트 1차	산곡건설	450세대	500세대 미만	1990.05	외벽 페인트칠이 시급해 보임			
북구	고송6동	고송동	고송아파트 2차	산곡건설	450세대	500세대 미만	1990.11	1차와 쌍둥이 단지			
북구	고송6동	고송동	고송주공아파트 2차	대한주택공사	900세대	500세대 이상 ~ 1,000세대 미만	1989.12	1차보다 단지 내부가 조금 더 조용함			
북구	고송6동	고송동	고송아이파크 1차	HDC현대산업개발	1,400세대	1,000세대 이상~ 3,000세대 미만	2007.02	동간 간격이 넓어 쾌적함			
북구	고송6동	고송동	양우내안에 고송	양우건설	820세대	500세대 이상 ~ 1,000세대 미만	2016.05	내 안의 고송(...) ~~드립 치기 딱 좋다~~			
북구	고송6동	고송동	토나아파트	경창건설	800세대	500세대 이상 ~ 1,000세대 미만	1995.11	~~이름 때문에 입주할 때 큰 결심이 필요함~~			
북구	고송6동	고송동	경창아파트	경창건설	450세대	500세대 미만	1993.12	토나아파트의 형님 격			
북구	고송6동	고송동	고송 SK뷰 1차	SK에코플랜트	1,100세대	1,000세대 이상~ 3,000세대 미만	2008.1	단지 입구 상가가 매우 활성화됨			
북구	고송6동	고송동	고송더샵 1차	포스코이앤씨	1,200세대	1,000세대 이상~ 3,000세대 미만	2011.05	더샵 브랜드 타운의 시작			
북구	고송6동	고송동	고송더샵 2차	포스코이앤씨	1,300세대	1,000세대 이상~ 3,000세대 미만	2012.1	조경 시설이 가장 우수하다는 평			5각형 배치
북구	고송6동	고송동	고송더샵 3차	포스코이앤씨	1,000세대	1,000세대 이상~ 3,000세대 미만	2014.04	더샵 타운 중 가장 막내이자 신축			원통형 4개동
북구	고송6동	고송동	고송부영사랑으로 2차	부영주택	1,050세대	1,000세대 이상~ 3,000세대 미만	2015.02	~~원앙의 가호가 함께하길~~			진짜 네모네모하게 생겼음
북구	고송6동	고송동	강변아파트	산곡건설	300세대	500세대 미만	1992.05	이름값 하는 리버뷰(일부)			
북구	고송6동	고송동	우미린 고송 2차	우미건설	920세대	500세대 이상 ~ 1,000세대 미만	2019.03	카페 Lynn의 존재감이 상당함			
북구	고송6동	고송동	한성 필하우스 고송	한성건설	620세대	500세대 이상 ~ 1,000세대 미만	2006.08	건물 색감이 굉장히 독특함			
북구	고송7동	고송동	고송부영사랑으로 1차	부영주택	1,200세대	1,000세대 이상~ 3,000세대 미만	2014.11	사랑으로 시리즈의 고송동 상륙작전			
북구	고송7동	고송동	반도유보라 고송	반도건설	840세대	500세대 이상 ~ 1,000세대 미만	2018.06	광폭 거실 설계로 유명			
북구	고송7동	고송동	천년가 고송	새천년종합건설	420세대	500세대 미만	2022.01	준공된 지 얼마 안 된 삐까뻔쩍한 신축			
북구	고송7동	고송동	한라비발디 고송	HL 디앤아이한라	750세대	500세대 이상 ~ 1,000세대 미만	2017.08	단지 내 산책로가 숲세권급			
북구	고송7동	고송동	금호어울림 고송	금호건설	680세대	500세대 이상 ~ 1,000세대 미만	2019.12	아리오스티보다 조금 더 고급화된 느낌			
북구	고송7동	고송동	포레나 고송	한화건설	1,100세대	1,000세대 이상~ 3,000세대 미만	2021.05	외관 도색이 간지 폭발임			
북구	고송7동	고송동	빌리브 고송	신세계건설	2,550세대	1,000세대 이상~ 3,000세대 미만	2022.1	고송동의 신흥 부촌 이미지			
북구	고송7동	고송동	고송강변	산곡건설	350세대	500세대 미만	1994.03	강바람이 아주 시원함(겨울엔 추움 주의)			
북구	고송7동	고송동	동고송역 푸르지오	대우건설	980세대	500세대 이상 ~ 1,000세대 미만	2020.03	동고송역 역세권의 절대 강자			
북구	고송7동	고송동	쉐르빌 고송	삼성중공업	380세대	500세대 미만	2008.02	희귀한 삼성중공업표 아파트			
북구	고송8동	고송동	펜타곤시티	산곡건설	500세대	500세대 이상 ~ 1,000세대 미만	2004.01	5각형 배치			
북구	고송8동	고송동	포아이즈	산곡건설	400세대	500세대 미만	2004.05	원통형 4개동			
북구	고송8동	고송동	고송코아루	한국토지신탁	560세대	500세대 이상 ~ 1,000세대 미만	2012.08	무난함의 대명사			
북구	고송8동	고송동	고송 사랑으로 부영 1차	부영주택	1,150세대	1,000세대 이상~ 3,000세대 미만	2013.06	부영 타운 중 규모가 가장 큼			
북구	고송8동	고송동	우미린 고송 1차	우미건설	780세대	500세대 이상 ~ 1,000세대 미만	2014.05	커뮤니티 시설 만족도가 높음			
북구	고송8동	고송동	두산위브 고송	두산건설	720세대	500세대 이상 ~ 1,000세대 미만	2013.11	'위브' 이름값은 충분히 함			
북구	포산동	포산동	포산주공아파트	대한주택공사	1,200세대	1,000세대 이상~ 3,000세대 미만	1988.11	포산동의 대들보. 재건축 떡밥만 10년째. <s>주차난이 이미 예술의 경지</s>			
북구	포산동	포산동	진산아파트	진산건설	450세대	500세대 미만	1991.05	포산역 기사식당 거리와 가장 인접함. <s>매일 아침 불백 냄새 가능</s>			
북구	포산동	포산동	포산스리아	(주)스리아건설	520세대	500세대 이상 ~ 1,000세대 미만	1995.08	이름이 독특해서 외지인들이 자주 물어봄. 실속형 구축 단지			
북구	포산동	포산동	루이스빌	(주)루이스건설	380세대	500세대 미만	2003.04	포산동에서 나름 '고급화'를 표방하며 지어진 초기 브랜드 단지			
북구	포산동	포산동	포산에리아파트	에리주택	210세대	500세대 미만	1993.12	소규모지만 관리가 잘 됨. 공단 근로자 1인 가구 비중이 높음			
북구	포산동	포산동	포산 우미린아파트	우미건설	750세대	500세대 이상 ~ 1,000세대 미만	2014.09	포산동의 대장주. 준신축급으로 커뮤니티 시설이 가장 우수함			
북구	중수1동	중수동	중수 이편한세상	DL이앤씨	820세대	500세대 이상 ~ 1,000세대 미만	2013.04	북구청 인근이라 공무원 거주 비율 높음			
북구	중수1동	중수동	중수 파밀리에	신동아건설	550세대	500세대 이상 ~ 1,000세대 미만	2009.11	지하주차장이 좁아 퇴근길 주차 전쟁 발생			
북구	중수1동	중수동	세니아 아파트	효빈도시공사	600세대	500세대 이상 ~ 1,000세대 미만	2018.05	라세나 마스코트 성지. 단지 내부 도색이 보라색임			
북구	중수1동	중수동	세영리첼 중수 1차	세영종합건설	480세대	500세대 미만	2016.02	조용하고 쾌적한 주거 환경			
북구	중수1동	중수동	세영리첼 중수 2차	세영종합건설	500세대	500세대 이상 ~ 1,000세대 미만	2017.08	1차와 달리 상가 접근성이 매우 좋음			
북구	중수1동	중수동	빌리브 중수	신세계건설	420세대	500세대 미만	2022.1	중수지구 내에서 손꼽히는 신축 프리미엄			
북구	중수1동	중수동	코페	효빈도시공사	450세대	500세대 미만	2020.03	아파트는 맛없지만(?) 단지 내 쿠페빵집이 전국구급			
북구	중수1동	중수동	알르밍	효빈도시공사	380세대	500세대 미만	2021.06	외벽 메탈 재질. 여름철 햇빛 반사로 민원 발생 주의			
북구	중수1동	중수동	중수 두산위브	두산건설	750세대	500세대 이상 ~ 1,000세대 미만	2011.12	가장 무난하고 표준적인 브랜드 단지			
북구	중수2동	중수동	중수주공 3차	LH	700세대	500세대 이상 ~ 1,000세대 미만	1993.05	중수역 도보 5분. 재건축 시 대장주 등극 가능성			
북구	중수2동	중수동	중수주공 4차	LH	800세대	500세대 이상 ~ 1,000세대 미만	1994.02	3차와 연계된 대단지. 단지 내 조경이 오래되어 울창함			
북구	중수2동	중수동	이지더원 중수	라인건설	680세대	500세대 이상 ~ 1,000세대 미만	2015.09	거실 폭이 매우 넓게 빠져서 개방감 좋음			
북구	채산동	등기동	중수 서희스타힐스	서희건설	420세대	500세대 미만	2019.04	등기동과 중수동 경계에 있어 주소지 확인 필수			
북구	중수2동	중수동	중수 서희스타힐스	서희건설	520세대	500세대 이상 ~ 1,000세대 미만	2019.04	등기동과 중수동 경계에 있어 주소지 확인 필수			
북구	중수2동	중수동	중수 시영 2차	효빈도시공사	800세대	500세대 이상 ~ 1,000세대 미만	1996.11	초기 시영 아파트 중 관리가 가장 잘 된 편			
북구	중수2동	중수동	중수 힐스테이트	현대엔지니어링	920세대	500세대 이상 ~ 1,000세대 미만	2014.07	깔끔한 외관과 조경으로 선호도 높음			
북구	중수3동	중수동	중수주공 2차	LH	1,100세대	1,000세대 이상~ 3,000세대 미만	1992.08	판사촌 진입로에 위치한 전통의 대단지			
북구	중수3동	중수동	중수 시영아파트 1차	효빈도시공사	650세대	500세대 이상 ~ 1,000세대 미만	1991.03	중수지구 개발 초기 입주한 역사의 산증인			
북구	중수3동	중수동	중수 스위첸	KCC건설	580세대	500세대 이상 ~ 1,000세대 미만	2010.05	창호 명가답게 소음 차단과 단열 성능이 뛰어남			
북구	중수3동	중수동	중수 경남아너스빌	SM경남기업	450세대	500세대 미만	2007.12	래미안 옆이라 비교되지만 내실은 튼튼함			
북구	중수3동	중수동	중수 래미안 1차	삼성물산	1,400세대	1,000세대 이상~ 3,000세대 미만	2004.05	중수지구 대장주. 일명 판사님들 정모 단지			
북구	중수3동	중수동	중수 래미안 2차	삼성물산	950세대	500세대 이상 ~ 1,000세대 미만	2006.09	1차보다 조경이 화려하며 보안이 매우 철저함			
북구	중수4동	중수동	중수 네리안	경남기업	3,500세대	3000세대이상	2003.01	아너스빌 이전 경남건설 시절의 향수가 남은 곳			
북구	중수4동	중수동	중수 포레나	한화건설	880세대	500세대 이상 ~ 1,000세대 미만	2021.02	꿈에그린에서 변경 후 가치 급상승. 외관 화려함			
북구	중수4동	중수동	중수역 센트럴 푸르지오	대우건설	1,050세대	1,000세대 이상~ 3,000세대 미만	2018.12	중수역 초역세권. HJ몰 쇼핑권역의 중심			
북구	중수4동	중수동	중수 1차	중수건설	200세대	500세대 미만	1995.06	로컬 건설사 시공. 단지 배치가 독특함			
북구	중수4동	중수동	중수 2차	중수건설	200세대	500세대 미만	1997.03	1차의 단점을 보완하여 지하주차장 연결 완료			
북구	중수4동	중수동	하나린	효빈도시공사	720세대	500세대 이상 ~ 1,000세대 미만	2019.08	하나마루 성지. 단지 내 도서관이 시립 도서관급 규모			
북구	중수4동	중수동	중수 SK뷰	SK에코플랜트	720세대	500세대 이상 ~ 1,000세대 미만	2012.11	법원 뒷길과 연결되어 공직자 거주 선호도 높음			
북구	중수4동	중수동	중수 카스미 아파트	효빈도시공사	550세대	500세대 이상 ~ 1,000세대 미만	2023.01	박효빈 시장 사저. 출입구부터 노란색 포인트			
북구	중수4동	중수동	중수 앵판 아파트	효빈도시공사	600세대	500세대 이상 ~ 1,000세대 미만	2022.05	오사카 시즈쿠 성지. 매달 단팥빵(앙팡) 나눔 행사 진행			
북구	중수4동	중수동	중수주공 1차	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1990.12	중수지구에서 가장 먼저 불을 밝힌 상징적인 단지			
북구	중수4동	중수동	중수 애버그린	효빈도시공사	550세대	500세대 이상 ~ 1,000세대 미만	2020.12	엠마 베르데 성지. 알프스 테마 조경으로 숲세권 끝판왕			
북구	채산동	아진동	아진아파트	아진건설	110	500세대 미만	1992년 10월	아진동(인구 521명) 주민의 약 절반이 거주하는 소규모 구축 아파트.			
북구	채산동	아진동	아진아리아아파트	아리아건설	80	100세대 미만	2003년 7월	아진동 공장 지대 사이에 조용하게 자리 잡은 1개 동 규모의 나홀로 단지.			
북구	채산동	평전동	평전주공아파트	대한주택공사	580	500세대 이상 ~ 1,000세대 미만	1994년 8월	평전동(인구 2,011명) 인구의 다수를 책임지는 1호선 평전역 역세권 아파트.			
북구	채산동	평전동	삼성회주공동사원아파트	삼성물산	220	500세대 미만	1988년 5월	신영산업단지 내 입주 기업 사원들을 위해 건립된 오래된 사원 전용 아파트.			
북구	남전동	남전동	남전리브사이드아파트	효빈토건	620	500세대 이상 ~ 1,000세대 미만	2013년 5월	동네 외곽 하천변을 끼고 있어 산책하기 좋은 쾌적한 주거 단지.			
북구	남전동	남전동	남전더샵아파트	포스코이앤씨	950	500세대 이상 ~ 1,000세대 미만	2020년 11월	남전동 일대의 대장 아파트. 남전전자종합상가 상인들 및 고소득 IT 종사자들이 다수 거주한다.			
북구	남전동	남전동	남전역행복주택	한국토지주택공사	350	500세대 미만	2022년 2월	2호선 남전역 초역세권으로, 전자상가에서 근무하는 청년 근로자들의 수요가 매우 높다.			
북구	남전동	남전동	남전휴먼시아1차	한국토지주택공사	850	500세대 이상 ~ 1,000세대 미만	2009년 10월	남전초, 토모초, 남전고 등 관내 학교들과 인접해 있어 학부모 선호도가 탄탄하다.			
북구	남전동	남전동	남전휴먼시아2차	한국토지주택공사	780	500세대 이상 ~ 1,000세대 미만	2010년 4월	1차 단지와 맞붙어 있어 사실상 1,600세대가 넘는 거대한 주거 타운을 형성하고 있다.			
북구	남전동	남전동	남전아파트	남전건설	300	500세대 미만	1993년 8월	전자상가 조성 초기부터 자리를 지켜온 구축 단지. 떡볶이 골목이 바로 코앞이라 '떡세권'으로 불린다.			
북구	남전동	남전동	남전역리젠시빌아파트	리젠시빌건설	450	500세대 미만	2004년 6월	역세권 입지와 더불어 남전전자종합상가 접근성이 매우 뛰어난 실속형 아파트.			
북구	산고동	추산동	추산주공1단지	대한주택공사	650	500세대 이상 ~ 1,000세대 미만	1989년 5월	1호선 추산역과 인접한 노후 아파트. 동네 특성상 고령 거주자 비율이 꽤 높다.			
북구	산고동	추산동	추산주공2단지	대한주택공사	480	500세대 미만	1991년 9월	1단지와 인접한 구축 단지. 최근 주민들 사이에서 재개발 추진 논의가 꾸준히 제기되고 있다.			
북구	산고동	추산동	산고타운아파트	산고건설	220	500세대 미만	2002년 3월	단독주택과 빌라가 주를 이루는 추산동 내에 위치한 1개 동 규모의 나홀로 아파트.			
북구	오내1동	오내동	오내 프리아파트	로컬건설	380세대	500세대 미만	1994.05	오내1동의 터줏대감. 이름만큼은 자유롭지만 주차는 자유롭지 못함			
북구	오내1동	오내동	오내미래모아도 2차	미래도건설	650세대	500세대 이상 ~ 1,000세대 미만	2005.11	2동 1차와 함께 오내동의 허리 역할을 하는 단지. 조경이 무난함			
북구	오내1동	오내동	오내주공 4단지	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1991.08	재건축 유망주. 오내역 접근성이 좋아 노인층과 청년층이 섞여 삼			
북구	오내1동	오내동	오내센트럴시티 1차	효빈개발	820세대	500세대 이상 ~ 1,000세대 미만	2013.04	1동에서 가장 '세련된' 아파트 축에 속함. 6호선 개통 수혜지			
북구	오내1동	오내동	오내센트럴시티 2차	효빈개발	950세대	500세대 이상 ~ 1,000세대 미만	2015.09	1차보다 단지가 크고 커뮤니티 시설이 보강됨. <s>사실상 1동 대장</s>			
북구	오내1동	오내동	오내역 푸르지오	대우건설	1,150세대	1,000세대 이상~ 3,000세대 미만	2018.12	오내역 초역세권. 역에서 집까지 뛰어가면 2분 컷 가능함			
북구	오내2동	오내동	오내부영 사랑으로 1단지	부영주택	1,250세대	1,000세대 이상~ 3,000세대 미만	2002.03	오내사거리의 거대한 장벽. <s>원앙 로고가 멀리서도 잘 보임</s>			
북구	오내2동	오내동	오내부영 사랑으로 2단지	부영주택	1,100세대	1,000세대 이상~ 3,000세대 미만	2002.07	1단지와 함께 오내2동 인구의 핵심을 담당함. 상권 이용 최강			
북구	오내2동	오내동	오내사거리 중앙하이츠	중앙건설	720세대	500세대 이상 ~ 1,000세대 미만	1996.1	오내사거리 헬게이트의 산증인. 창문 열면 교통 소음이 라이브임			
북구	오내2동	오내동	오내미래모아도 1차	미래도건설	680세대	500세대 이상 ~ 1,000세대 미만	2004.05	학원가와 가장 인접하여 학부모들의 선호도가 2동에서 높음			
북구	오내2동	오내동	오내주공 1단지	LH	1,550세대	1,000세대 이상~ 3,000세대 미만	1989.12	오내동의 조상님 1호. <s>주차 지옥을 넘어서 주차 연옥 수준</s>			
북구	오내2동	오내동	오내주공 2단지	LH	1,300세대	1,000세대 이상~ 3,000세대 미만	1990.05	1단지 동생. 재건축 되면 '오내자이'가 되길 주민들이 기도 중			
북구	오내2동	오내동	오내주공 3단지	LH	1,450세대	1,000세대 이상~ 3,000세대 미만	1992.02	2동 주공 라인의 완성. 단지 내 유치원이 매우 크고 유명함			
북구	오내2동	오내동	오내상아파트	상아주택	320세대	500세대 미만	1993.08	소규모지만 관리가 알참. <s>이름 때문에 코끼리 동상이 있을 것 같음</s>			
북구	오내2동	오내동	오내주공 5단지	LH	1,100세대	1,000세대 이상~ 3,000세대 미만	1994.11	2동 남측의 주거 중심. 전천동 공단 출퇴근러들이 많이 거주함			
북구	오내2동	오내동	오내주공 6단지	LH	1,200세대	1,000세대 이상~ 3,000세대 미만	1995.03	오내동 주공 시리즈의 막내. 단지 내 조경이 은근히 숲세권임			
북구	천왕사동	천왕사동	천왕아파트	천왕건설	150세대	500세대 미만	1983.11	천왕사동의 화석. 너무 낡아서 리나 짱 보드로 가려야 할 수준임	구		
북구	천왕사동	천왕사동	천왕사아파트 1단지	효빈건설	420세대	500세대 미만	1986.05	천왕사 사찰과 가장 인접함. <s>새벽마다 목탁 소리가 알람임</s>			
북구	천왕사동	천왕사동	천왕사아파트 2단지	효빈건설	480세대	500세대 미만	1988.1	1단지 동생 격. 터미널 이용객들의 단기 월세 수요가 꽤 있음			
북구	천왕사동	천왕사동	천왕사 제일아파트	제일건설	650세대	500세대 이상 ~ 1,000세대 미만	2004.09	2000년대 초반 천왕사동의 '고급화'를 이끌었던 중견 단지			
북구	천왕사동	천왕사동	천왕사 푸르지오 1단지	대우건설	1,150세대	1,000세대 이상~ 3,000세대 미만	2017.06	천왕사동 대장주. 터미널 슬세권. 조경이 리나의 IT 감성처럼 깔끔함			
북구	천왕사동	천왕사동	천왕사 행복주택	LH	800세대	500세대 이상 ~ 1,000세대 미만	2023.03	성지순례객들의 베이스캠프. 입주민 절반이 <s>보드 들고 다님</s>			
북구	천왕사동	천왕사동	천왕사 래미안(예정)	삼성물산	1,400세대	1,000세대 이상~ 3,000세대 미만	2028.05	(예정) 미래의 랜드마크. 두청운수 차고지 부지 재개발의 결과물			
북구	소조동	소조동	소조아파트	소조주택	180세대	500세대 미만	1982.03	소조동의 화석. <s>작은 새(小鳥)가 아니라 시조새가 살 것 같음</s>			
북구	소조동	소조동	소조주공	대한주택공사	1,100세대	1,000세대 이상~ 3,000세대 미만	1986.11	재건축 대기 중. 학생들 자취 수요가 매우 많아 주차장은 텅텅 빔			
북구	소조동	소조동	소조2	효빈도시공사	450세대	500세대 미만	1989.05	전형적인 80년대 말 복도식 아파트. 캠퍼스 북쪽 끝자락에 위치			
북구	소조동	소조동	소조남산	남산건설	520세대	500세대 이상 ~ 1,000세대 미만	1993.07	이름은 남산인데 산은 없음. 단지 내 조경이 은근히 숲세권임			
북구	소조동	소조동	소조역 중앙하이츠	중앙건설	680세대	500세대 이상 ~ 1,000세대 미만	2004.1	소조역 초역세권. 아침마다 5호선을 타려는 대학생들의 요새			
북구	소조동	소조동	소조 휴먼시아	LH	1,350세대	1,000세대 이상~ 3,000세대 미만	2009.04	소조동 인구 밀도의 핵심. 박 시장의 복지 정책 실험실이라 불림			
북구	소조동	소조동	소조 호반베르디움	호반건설	920세대	500세대 이상 ~ 1,000세대 미만	2014.02	소조동 시세 대장. 준신축급으로 가장 쌔끈한 인테리어를 자랑함			
북구	소조동	소조동	소조 빛여울채	금호건설	750세대	500세대 이상 ~ 1,000세대 미만	2016.08	최신축. 사회복지학대학과 가장 인접함. <s>시장님 가호가 깃든 곳</s>			
